                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45 
               model_number                   num_zones                initial_mass                   initial_z                    star_age                   time_step                        Teff               photosphere_L               photosphere_r                  center_eta                   center_h1                  center_he3                  center_he4                  center_c12                  center_n14                  center_o16                 center_ne20                   star_mass                   star_mdot                star_mass_h1               star_mass_he3               star_mass_he4               star_mass_c12               star_mass_n14               star_mass_o16              star_mass_ne20                he_core_mass                 c_core_mass                 o_core_mass                si_core_mass                fe_core_mass      neutron_rich_core_mass                  tau10_mass                tau10_radius                 tau100_mass               tau100_radius                dynamic_time                kh_timescale               nuc_timescale              power_nuc_burn                power_h_burn               power_he_burn                   power_neu                   burn_min1                   burn_min2 
                       1050                        1147     1.0000000000000000E+000     2.0000000000000000E-002     1.1452878473537657E+010     3.0626303242744622E+006     4.8817030167189305E+003     3.0605262308163548E+000     2.4491432020909789E+000     7.9212373009338393E+000     1.0000000000000002E-099     1.0000004510709263E-099     9.8011248006853602E-001     5.4829459128388452E-005     9.6980083857548614E-003     3.9448978533649049E-003     2.0994599496991966E-003     1.0000000000000000E+000     0.0000000000000000E+000     5.5801115977014004E-001     1.0296596233056912E-003     4.2087872620785266E-001     2.2790764976974359E-003     3.1575573535041917E-003     8.4540363142885915E-003     2.0994599496976592E-003     1.4634158411618861E-001     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     9.9999999759675096E-001     2.4477777722470737E+000     9.9999999623494329E-001     2.4472171532330638E+000     3.8375570096260170E+004     3.1316214113895069E+006     3.2674119565812812E+009     3.0595880037364505E+000     3.0595880037364505E+000     2.0756866305574267E-026     2.0402793193342997E-001     5.0000000000000000E+001     1.0000000000000000E+003 

                          1                           2                           3                           4                           5                           6 
                       zone                           q                        logR                        logT                      logRho                        logP 
                          1     1.0000000000000000E+000     3.8901417918746845E-001     3.6885973900306848E+000    -7.0783878661266657E+000     4.4143766234777457E+000 
                          2     9.9999999999900002E-001     3.8901401291964960E-001     3.6886559753326829E+000    -7.0779778678096115E+000     4.4148457678150645E+000 
                          3     9.9999999999775002E-001     3.8901380528072427E-001     3.6887211074897133E+000    -7.0775233416565655E+000     4.4153652849207106E+000 
                          4     9.9999999999650002E-001     3.8901359785870010E-001     3.6888188572575276E+000    -7.0768429973240137E+000     4.4161427228039400E+000 
                          5     9.9999999999400002E-001     3.8901318366312737E-001     3.6890145698436392E+000    -7.0754866437351867E+000     4.4176959420631166E+000 
                          6     9.9999999998900002E-001     3.8901235785157323E-001     3.6892270944750996E+000    -7.0740240948161439E+000     4.4193715472303374E+000 
                          7     9.9999999998587508E-001     3.8901184345219803E-001     3.6893907923500908E+000    -7.0729037925324807E+000     4.4206570098407774E+000 
                          8     9.9999999998275013E-001     3.8901133037623031E-001     3.6896366549009287E+000    -7.0712313369084407E+000     4.4225755230965920E+000 
                          9     9.9999999997650013E-001     3.8901030816295862E-001     3.6902117964588128E+000    -7.0673603347703420E+000     4.4270214740521725E+000 
                         10     9.9999999996087519E-001     3.8900777527572994E-001     3.6914522833677292E+000    -7.0592271749325493E+000     4.4364006506617786E+000 
                         11     9.9999999992962518E-001     3.8900280335784398E-001     3.6932955940158689E+000    -7.0476785687738728E+000     4.4497996261694786E+000 
                         12     9.9999999989212518E-001     3.8899699340295957E-001     3.6954630491672327E+000    -7.0348245274710024E+000     4.4648299378553569E+000 
                         13     9.9999999984993770E-001     3.8899064755774271E-001     3.6977065094275932E+000    -7.0222696514046721E+000     4.4796380105800360E+000 
                         14     9.9999999981087517E-001     3.8898493896678832E-001     3.7005438072760155E+000    -7.0072881349712430E+000     4.4974679764647769E+000 
                         15     9.9999999974837517E-001     3.8897611448541436E-001     3.7032147214369893E+000    -6.9941306477955187E+000     4.5133009639897397E+000 
                         16     9.9999999971712517E-001     3.8897183372062338E-001     3.7054547949996182E+000    -6.9836048831154400E+000     4.5260700791424062E+000 
                         17     9.9999999967025022E-001     3.8896556610026201E-001     3.7081735735945194E+000    -6.9714808961152679E+000     4.5409118741003356E+000 
                         18     9.9999999962337527E-001     3.8895947077002335E-001     3.7104623055072548E+000    -6.9617699030111204E+000     4.5529059875312932E+000 
                         19     9.9999999959212527E-001     3.8895549693263282E-001     3.7127619443038129E+000    -6.9523930456789440E+000     4.5645775520346517E+000 
                         20     9.9999999954525032E-001     3.8894966329827402E-001     3.7150823246183613E+000    -6.9433280272191515E+000     4.5759431855905373E+000 
                         21     9.9999999951400032E-001     3.8894585441738982E-001     3.7178757418517789E+000    -6.9328345067659791E+000     4.5892037743947975E+000 
                         22     9.9999999945150031E-001     3.8893841822300640E-001     3.7216370398102234E+000    -6.9194658715749000E+000     4.6062765597857478E+000 
                         23     9.9999999938900030E-001     3.8893120708064238E-001     3.7254274564159831E+000    -6.9067141026053607E+000     4.6227040055213706E+000 
                         24     9.9999999932650030E-001     3.8892420425002794E-001     3.7292450947730016E+000    -6.8945970751574066E+000     4.6385348293533237E+000 
                         25     9.9999999926400029E-001     3.8891739377642254E-001     3.7330903302450809E+000    -6.8829843727836941E+000     4.6538092063127809E+000 
                         26     9.9999999920150029E-001     3.8891076268868635E-001     3.7369669580232134E+000    -6.8720022252089503E+000     4.6685659269054156E+000 
                         27     9.9999999913900028E-001     3.8890429688861278E-001     3.7408823164310072E+000    -6.8614890073518655E+000     4.6828373302855333E+000 
                         28     9.9999999907650028E-001     3.8889798545207205E-001     3.7448474496105408E+000    -6.8515074835665244E+000     4.6966561910084907E+000 
                         29     9.9999999901400027E-001     3.8889181715309484E-001     3.7488777303396805E+000    -6.8419376169199015E+000     4.7100503033714887E+000 
                         30     9.9999999895150027E-001     3.8888578303434740E-001     3.7519667653614195E+000    -6.8351427328343171E+000     4.7198312560949978E+000 
