                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45 
               model_number                   num_zones                initial_mass                   initial_z                    star_age                   time_step                        Teff               photosphere_L               photosphere_r                  center_eta                   center_h1                  center_he3                  center_he4                  center_c12                  center_n14                  center_o16                 center_ne20                   star_mass                   star_mdot                star_mass_h1               star_mass_he3               star_mass_he4               star_mass_c12               star_mass_n14               star_mass_o16              star_mass_ne20                he_core_mass                 c_core_mass                 o_core_mass                si_core_mass                fe_core_mass      neutron_rich_core_mass                  tau10_mass                tau10_radius                 tau100_mass               tau100_radius                dynamic_time                kh_timescale               nuc_timescale              power_nuc_burn                power_h_burn               power_he_burn                   power_neu                   burn_min1                   burn_min2 
                        650                         684     3.2000000000000000E+001     2.0000000000000000E-002     5.0785398397680392E+003     2.7721242165091446E+001     1.4603402276936431E+004     1.2043310059837373E+005     5.4290478904867115E+001    -8.6889154911047211E+000     6.9999999999897167E-001     2.9797636279474397E-005     2.7997020236474890E-001     3.4416106108119300E-003     1.0081585468366761E-003     9.3604466091399725E-003     2.0994599496976483E-003     3.2000000000000000E+001     0.0000000000000000E+000     2.2399999999997000E+001     9.5352433103115786E-004     8.9590464756719594E+000     1.1013153954598380E-001     3.2261073498771373E-002     2.9953429149247918E-001     6.7182718390324733E-002     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     3.1999999337578306E+001     5.3821629059669739E+001     3.1999994702885989E+001     5.3103032495836509E+001     7.0801766153670056E+005     3.6762916294388037E+003     2.6570768203265965E+006     2.5061857836195168E-004     2.5061857836195173E-004     1.5761559012997178E-068     1.0026356975996682E-005     5.0000000000000000E+001     1.0000000000000000E+003 

                          1                           2                           3                           4                           5                           6 
                       zone                           q                        logR                        logT                      logRho                        logP 
                          1     1.0000000000000000E+000     1.7347236726526185E+000     4.1644706926775923E+000    -1.0203165487793642E+001     2.3608963002544661E+000 
                          2     9.9999999999900002E-001     1.7347230216120637E+000     4.1645231530023024E+000    -1.0202807085182462E+001     2.3612105172250759E+000 
                          3     9.9999999999684763E-001     1.7347216214820254E+000     4.1646194242050809E+000    -1.0202147508888821E+001     2.3617872901115176E+000 
                          4     9.9999999999321298E-001     1.7347192606689423E+000     4.1647402872061257E+000    -1.0201322596942516E+001     2.3625105783013556E+000 
                          5     9.9999999998957834E-001     1.7347169042974098E+000     4.1649302330018223E+000    -1.0200027208285778E+001     2.3636478331119162E+000 
                          6     9.9999999998178113E-001     1.7347118642146622E+000     4.1651890354042020E+000    -1.0198271877197776E+001     2.3651926981703575E+000 
                          7     9.9999999997398392E-001     1.7347068442873845E+000     4.1655524691595502E+000    -1.0195819442477378E+001     2.3673563605952355E+000 
                          8     9.9999999995985145E-001     1.7346977964641417E+000     4.1660198609476922E+000    -1.0192688354284991E+001     2.3701292075891578E+000 
                          9     9.9999999994571898E-001     1.7346888130780287E+000     4.1667994080412853E+000    -1.0187523204920396E+001     2.3747280180786832E+000 
                         10     9.9999999991258071E-001     1.7346679954840944E+000     4.1678866336468836E+000    -1.0180428073007793E+001     2.3810957001436655E+000 
                         11     9.9999999987944244E-001     1.7346475123054743E+000     4.1694859240775628E+000    -1.0170229305855241E+001     2.3903560330151534E+000 
                         12     9.9999999981446541E-001     1.7346082733000185E+000     4.1715808503973522E+000    -1.0157224157009422E+001     2.4023290844311731E+000 
                         13     9.9999999974948839E-001     1.7345701817330650E+000     4.1745993098505476E+000    -1.0139216330293786E+001     2.4192439468254885E+000 
                         14     9.9999999962473252E-001     1.7344999902106695E+000     4.1784782947319590E+000    -1.0117018915503333E+001     2.4405435219129852E+000 
                         15     9.9999999949997664E-001     1.7344332645898262E+000     4.1841399587594417E+000    -1.0086597162230740E+001     2.4706718726153989E+000 
                         16     9.9999999925046490E-001     1.7343087593289792E+000     4.1895416361445008E+000    -1.0058697054231507E+001     2.4988763028872900E+000 
                         17     9.9999999912570903E-001     1.7342503433053589E+000     4.1930439672413238E+000    -1.0041473724021948E+001     2.5167187863205882E+000 
                         18     9.9999999900095315E-001     1.7341941763948885E+000     4.1964566386960946E+000    -1.0025149550586175E+001     2.5338678906831587E+000 
                         19     9.9999999887619728E-001     1.7341400608811146E+000     4.1997823747677989E+000    -1.0009637246990849E+001     2.5503715339755311E+000 
