                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45 
               model_number                   num_zones                initial_mass                   initial_z                    star_age                   time_step                        Teff               photosphere_L               photosphere_r                  center_eta                   center_h1                  center_he3                  center_he4                  center_c12                  center_n14                  center_o16                 center_ne20                   star_mass                   star_mdot                star_mass_h1               star_mass_he3               star_mass_he4               star_mass_c12               star_mass_n14               star_mass_o16              star_mass_ne20                he_core_mass                 c_core_mass                 o_core_mass                si_core_mass                fe_core_mass      neutron_rich_core_mass                  tau10_mass                tau10_radius                 tau100_mass               tau100_radius                dynamic_time                kh_timescale               nuc_timescale              power_nuc_burn                power_h_burn               power_he_burn                   power_neu                   burn_min1                   burn_min2 
                       1700                        1426     1.0000000000000000E+000     2.0000000000000000E-002     1.1877956378667768E+010     1.3923683550787356E+005     4.5660856824971697E+003     2.4126670588632344E+001     7.8599434289170267E+000     1.4850142806195988E+001     1.0000000000003235E-099     1.0000004510709263E-099     9.8011248006853602E-001     5.4829459128325256E-005     9.6980083857548614E-003     3.9448978533649526E-003     2.0994599496991966E-003     1.0000000000000000E+000     0.0000000000000000E+000     5.2544429600642695E-001     1.0142077224447694E-003     4.5353353785562228E-001     2.2857611310061112E-003     3.6494317581502347E-003     7.8829812931386269E-003     2.0994599496976549E-003     2.2129554620002448E-001     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     9.9999992323367060E-001     7.8466304143153343E+000     9.9999989140033285E-001     7.8423424013502094E+000     2.2062905351684545E+005     1.2378349024872058E+005     4.1447907050679654E+008     2.4026515864011795E+001     2.4026515864011824E+001     3.6949484262127496E-019     1.6477190112653284E+000     5.0000000000000000E+001     1.0000000000000000E+003 

                          1                           2                           3                           4                           5                           6 
                       zone                           q                        logR                        logT                      logRho                        logP 
                          1     1.0000000000000000E+000     8.9541942026363364E-001     3.6595449172879433E+000    -7.5944889569937910E+000     3.8694341420681573E+000 
                          2     9.9999999999900002E-001     8.9541940375567597E-001     3.6595468534319151E+000    -7.5944758746872667E+000     3.8694492066176753E+000 
                          3     9.9999999999775002E-001     8.9541938312134861E-001     3.6595490047375843E+000    -7.5944605258817557E+000     3.8694658759870428E+000 
                          4     9.9999999999650002E-001     8.9541936248774789E-001     3.6595522317435352E+000    -7.5944386290640704E+000     3.8694913976838743E+000 
                          5     9.9999999999400002E-001     8.9541932122261569E-001     3.6595586859483640E+000    -7.5943935142510943E+000     3.8695432175418873E+000 
                          6     9.9999999998900002E-001     8.9541923870089146E-001     3.6595656784835264E+000    -7.5943447492828904E+000     3.8695990753321396E+000 
                          7     9.9999999998587508E-001     8.9541918713057944E-001     3.6595710575690261E+000    -7.5943060376643006E+000     3.8696431299131300E+000 
                          8     9.9999999998275013E-001     8.9541913556484842E-001     3.6595791265055584E+000    -7.5942498978013520E+000     3.8697069082749733E+000 
                          9     9.9999999997650013E-001     8.9541903244665710E-001     3.6595979554094922E+000    -7.5941185778804439E+000     3.8698574475035432E+000 
                         10     9.9999999996087519E-001     8.9541877472879938E-001     3.6596383109427246E+000    -7.5938372866033017E+000     3.8701793908815363E+000 
                         11     9.9999999992962518E-001     8.9541825962544808E-001     3.6596975233755011E+000    -7.5934236466957055E+000     3.8706522365651748E+000 
                         12     9.9999999989212518E-001     8.9541764208745622E-001     3.6597661890702424E+000    -7.5929459209457884E+000     3.8711985051417912E+000 
                         13     9.9999999984993770E-001     8.9541694811785844E-001     3.6598901162856103E+000    -7.5920844526772022E+000     3.8721830312906196E+000 
                         14     9.9999999974837517E-001     8.9541528074736909E-001     3.6600452370415657E+000    -7.5910072201715924E+000     3.8734107753825398E+000 
