                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        6794      2.0000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15 
                    model_number                         star_age                        star_mass                         log_Teff                            log_L                            log_R                     log_center_T                   log_center_Rho                     log_center_P                         log_Lnuc                    log_abs_Lgrav                  v_surf_div_v_kh                     he_core_mass                   mass_conv_core                     center_dL_dm 
                             350          3.9686841203180147E+003          2.0000000000000000E+001          3.7083052144798310E+000          4.4244143911990124E+000          2.3188556030924707E+000          6.2544404416084216E+000         -3.0154881346160063E+000          1.1412167385331236E+001         -9.6847836856467708E+000          4.4244143800152065E+000         -1.1141632623036121E+003          0.0000000000000000E+000          0.0000000000000000E+000          2.9230300439737384E+003 
                             355          4.0157582184790290E+003          2.0000000000000000E+001          3.7135241019751932E+000          4.4323435053690927E+000          2.3123823851867873E+000          6.2622464744352628E+000         -2.9947511087317276E+000          1.1440984753365258E+001         -9.5933182479958408E+000          4.4323435074548545E+000         -1.2159380731245246E+003          0.0000000000000000E+000          0.0000000000000000E+000          2.9365558838197626E+003 
                             360          4.0607345706125320E+003          2.0000000000000000E+001          3.7185829576581018E+000          4.4392784441559145E+000          2.3057321432143802E+000          6.2696802156274360E+000         -2.9750453493627922E+000          1.1468394270504296E+001         -9.5066275863752416E+000          4.4392784509276062E+000         -1.3061152968356278E+003          0.0000000000000000E+000          0.0000000000000000E+000          2.9521320282391457E+003 
                             365          4.1040789503909291E+003          2.0000000000000000E+001          3.7235119903606968E+000          4.4452513377952894E+000          2.2988605246288771E+000          6.2768146369607161E+000         -2.9561615895270386E+000          1.1494677102798359E+001         -9.4238064650433806E+000          4.4452513495783403E+000         -1.3934681027218355E+003          0.0000000000000000E+000          0.0000000000000000E+000          2.9701752554782915E+003 
                             370          4.1466024003353496E+003          2.0000000000000000E+001          3.7284065769374410E+000          4.4506197281160116E+000          2.2917555466357511E+000          6.2837785063976881E+000         -2.9377531339702787E+000          1.1520310956401046E+001         -9.3433213460270501E+000          4.4506197301100805E+000         -1.4673248870034870E+003          0.0000000000000000E+000          0.0000000000000000E+000          2.9873572357714206E+003 
                             375          4.1883062002981660E+003          2.0000000000000000E+001          3.7332589699439569E+000          4.4553437611033475E+000          2.2844127771163856E+000          6.2905686401628209E+000         -2.9198197255411298E+000          1.1545289258011227E+001         -9.2651759999219099E+000          4.4553436887405367E+000         -1.5471835178294539E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.0022374329607337E+003 
                             380          4.2293739350319584E+003          2.0000000000000000E+001          3.7380516432497291E+000          4.4594154640576118E+000          2.2768632819819739E+000          6.2972101627567962E+000         -2.9022865815663570E+000          1.1569715078172310E+001         -9.1890462788336702E+000          4.4594154562704027E+000         -1.6390003787143232E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.0265619630157380E+003 
                             385          4.2700810536567860E+003          2.0000000000000000E+001          3.7428358705402536E+000          4.4630490738334201E+000          2.2691116322888290E+000          6.3037439606591841E+000         -2.8850421121002543E+000          1.1593742775500033E+001         -9.1144321540530484E+000          4.4630490694066287E+000         -1.7009808309265675E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.0457296686593759E+003 
                             390          4.3104637156605513E+003          2.0000000000000000E+001          3.7475703530079998E+000          4.4660862652805076E+000          2.2611612630768803E+000          6.3101719660213922E+000         -2.8680746565084387E+000          1.1617385247211359E+001         -9.0412957385635710E+000          4.4660862784280653E+000         -1.7829699371487552E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.0616450101102105E+003 
                             395          4.3507183189926309E+003          2.0000000000000000E+001          3.7523029755114305E+000          4.4687824509877503E+000          2.2530441109236405E+000          6.3165223562941319E+000         -2.8513038619239417E+000          1.1640749361148071E+001         -8.9692942368754096E+000          4.4687824473640818E+000         -1.8366575688135799E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.0864684813353647E+003 
                             400          4.3910256187940995E+003          2.0000000000000000E+001          3.7570332923960224E+000          4.4710539117805856E+000          2.2447192075508751E+000          6.3228205266697159E+000         -2.8346601926072661E+000          1.1663932948363282E+001         -8.8981279450000201E+000          4.4710538942490778E+000         -1.9082510466791480E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.1044438024376268E+003 
                             405          4.4315318348558812E+003          2.0000000000000000E+001          3.7617569342411259E+000          4.4729101035281857E+000          2.2362000197344671E+000          6.3290847574393938E+000         -2.8180896527433661E+000          1.1687007870815634E+001         -8.8275800227139261E+000          4.4729101135211220E+000         -1.9792288297466328E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.1312129560451253E+003 
                             410          4.4724418882149885E+003          2.0000000000000000E+001          3.7665176313105757E+000          4.4745325172242021E+000          2.2274898324435752E+000          6.3353427094118855E+000         -2.8015164489096174E+000          1.1710077845821568E+001         -8.7573339883481118E+000          4.4745325367913251E+000         -2.0364372027389738E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.1494614175231250E+003 
                             415          4.5138593016778377E+003          2.0000000000000000E+001          3.7712819118136358E+000          4.4757749422210411E+000          2.2185824839358754E+000          6.3416055691666253E+000         -2.7849069334813765E+000          1.1733186840472905E+001         -8.6872606157481247E+000          4.4757749398543938E+000         -2.0858081867004298E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.1761125333210698E+003 
                             420          4.5558493786307808E+003          2.0000000000000000E+001          3.7760696818924231E+000          4.4767591765594563E+000          2.2094990609475085E+000          6.3478787854240641E+000         -2.7682414918970926E+000          1.1756358885618406E+001         -8.6173006067103621E+000          4.4767591695016904E+000         -2.1331068814913947E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.2083228441324081E+003 
                             425          4.5987555442429466E+003          2.0000000000000000E+001          3.7809104451868798E+000          4.4775048595021207E+000          2.2001903758299277E+000          6.3542077916662567E+000         -2.7513996606691538E+000          1.1779763038672177E+001         -8.5469427915860336E+000          4.4775048544557805E+000         -2.1738187771633420E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.2286893789476276E+003 
                             430          4.6418127083810950E+003          2.0000000000000000E+001          3.7857044372349136E+000          4.4779567913030087E+000          2.1908283576343028E+000          6.3604748857152105E+000         -2.7346874412589672E+000          1.1802972259438198E+001         -8.4774890475650349E+000          4.4779568062527657E+000         -2.2289310038507856E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.2549080820284798E+003 
                             435          4.6863574948951446E+003          2.0000000000000000E+001          3.7905957731280515E+000          4.4782347902259358E+000          2.1811846853094905E+000          6.3668690737916265E+000         -2.7175990012675499E+000          1.1826684871141554E+001         -8.4068447840554619E+000          4.4782347834902394E+000         -2.2617579874832322E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.2827800802934798E+003 
                             440          4.7317985144069416E+003          2.0000000000000000E+001          3.7955172501152603E+000          4.4783125638379460E+000          2.1713806181410780E+000          6.3732972506538754E+000         -2.7003760603909304E+000          1.1850566101535614E+001         -8.3360380918577324E+000          4.4783126022481250E+000         -2.2981293109905773E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.3188296355935527E+003 
                             445          4.7786283419921519E+003          2.0000000000000000E+001          3.8004977484085303E+000          4.4782066963330616E+000          2.1613666878020963E+000          6.3798226916503857E+000         -2.6828453723618906E+000          1.1874851668743405E+001         -8.2643819673227483E+000          4.4782066436216121E+000         -2.3208429933171783E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.3484034901658201E+003 
                             450          4.8262886899627274E+003          2.0000000000000000E+001          3.8054931333402497E+000          4.4779449498961634E+000          2.1512450447202074E+000          6.3863607061021872E+000         -2.6652264050572474E+000          1.1899229896179440E+001         -8.1928093671109359E+000          4.4779449430758085E+000         -2.3742165269249022E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.3911529130259196E+003 
                             455          4.8757194979604465E+003          2.0000000000000000E+001          3.8105646170539882E+000          4.4774937033353508E+000          2.1408764540123260E+000          6.3930311111691482E+000         -2.6471932977000012E+000          1.1924156764579200E+001         -8.1200021423983699E+000          4.4774937288193568E+000         -2.3917032817594982E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.4223436803430104E+003 
                             460          4.9275073276996336E+003          2.0000000000000000E+001          3.8157895901563350E+000          4.4769468065411333E+000          2.1301530594105222E+000          6.3999009111412146E+000         -2.6285511797197620E+000          1.1949888372541835E+001         -8.0452377416770684E+000          4.4769468027123107E+000         -2.4295899799615358E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.4715293026650620E+003 
                             465          4.9807653701034869E+003          2.0000000000000000E+001          3.8210477107290357E+000          4.4762396930838486E+000          2.1192832615364794E+000          6.4068396843494355E+000         -2.6096442602938144E+000          1.1975952558275424E+001         -7.9699380356025582E+000          4.4762397069046393E+000         -2.4604548835112664E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.5207187741153220E+003 
                             470          5.0365374413080162E+003          2.0000000000000000E+001          3.8264393946269921E+000          4.4754138774583803E+000          2.1080869859278319E+000          6.4139707331967575E+000         -2.5901276713344390E+000          1.2002813967477231E+001         -7.8927637177166936E+000          4.4754138788900022E+000         -2.4837713140080559E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.5667554371123065E+003 
                             475          5.0953027211164881E+003          2.0000000000000000E+001          3.8319906366992953E+000          4.4744410888260617E+000          2.0964981074670668E+000          6.4213376325562734E+000         -2.5698661056162515E+000          1.2030653620881743E+001         -7.8132637622341763E+000          4.4744411107103987E+000         -2.5107252993039333E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.6205793102321600E+003 
                             480          5.1573016942702279E+003          2.0000000000000000E+001          3.8377069042632974E+000          4.4733359613113288E+000          2.0845130085816961E+000          6.4289501564639844E+000         -2.5488141717563990E+000          1.2059525188421858E+001         -7.7313401070033896E+000          4.4733359775821331E+000         -2.5322081518578225E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.6807198919047987E+003 
                             485          5.2228516759569920E+003          2.0000000000000000E+001          3.8435969022382799E+000          4.4720666354982619E+000          2.0720983497251986E+000          6.4368244221467021E+000         -2.5269083781788764E+000          1.2089503099346883E+001         -7.6468454838201980E+000          4.4720666376442475E+000         -2.5577390108598752E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.7474881352097450E+003 
                             490          5.2923721365036763E+003          2.0000000000000000E+001          3.8496767691265723E+000          4.4706370524061692E+000          2.0592238244025669E+000          6.4449871645009980E+000         -2.5040589611301844E+000          1.2120702847638359E+001         -7.5595225312816519E+000          4.4706370721718116E+000         -2.5808608685811682E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.8108424113081564E+003 
                             495          5.3650788179220890E+003          2.0000000000000000E+001          3.8558606266763409E+000          4.4690784854587964E+000          2.0460768258293425E+000          6.4533225067112499E+000         -2.4805660117845321E+000          1.2152702828841321E+001         -7.4706278275621827E+000          4.4690785040048411E+000         -2.6099749315253193E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.8873427596711522E+003 
                             500          5.4418719513591677E+003          2.0000000000000000E+001          3.8622036944271505E+000          4.4673567364398101E+000          2.0325298158182310E+000          6.4619104819233089E+000         -2.4561891453058458E+000          1.2185826088743367E+001         -7.3793264002311796E+000          4.4673567429226324E+000         -2.6354757677605708E+003          0.0000000000000000E+000          0.0000000000000000E+000          3.9649502718306389E+003 
                             505          5.5226209392019264E+003          2.0000000000000000E+001          3.8686635264274001E+000          4.4654215035191678E+000          2.0186425353574111E+000          6.4707101145160131E+000         -2.4310279760302196E+000          1.2219931110639104E+001         -7.2860757831206984E+000          4.4654215196675509E+000         -2.6626947702188340E+003          0.0000000000000000E+000          0.0000000000000000E+000          4.0411235449043147E+003 
                             510          5.6076829220682785E+003          2.0000000000000000E+001          3.8752479369103083E+000          4.4632818548822106E+000          2.0044038900731156E+000          6.4797342790263528E+000         -2.4050223825841424E+000          1.2255085972290608E+001         -7.1907722285445086E+000          4.4632818577929196E+000         -2.6894135934179508E+003          0.0000000000000000E+000          0.0000000000000000E+000          4.1233049829319161E+003 
                             515          5.6967842011035973E+003          2.0000000000000000E+001          3.8819170082718646E+000          4.4609381162398192E+000          1.9898938780288074E+000          6.4889302396828832E+000         -2.3783101661377000E+000          1.2291098650916567E+001         -7.0940087490922945E+000          4.4609381627310851E+000         -2.7154715448961128E+003          0.0000000000000000E+000          0.0000000000000000E+000          4.2039289926097435E+003 
                             520          5.7899678258748436E+003          2.0000000000000000E+001          3.8886552318709073E+000          4.4584207916277574E+000          1.9751587685246905E+000          6.4982795355188276E+000         -2.3509318229545699E+000          1.2327905899717251E+001         -6.9960153270000571E+000          4.4584208340413607E+000         -2.7466173120821068E+003          0.0000000000000000E+000          0.0000000000000000E+000          4.2831800107261597E+003 
                             525          5.8871760698317512E+003          2.0000000000000000E+001          3.8954262641518058E+000          4.4556914256028302E+000          1.9602520209504295E+000          6.5077565729223537E+000         -2.3229496972889812E+000          1.2365417200412239E+001         -6.8970989681251629E+000          4.4556914340808236E+000         -2.7727269238751387E+003          0.0000000000000000E+000          0.0000000000000000E+000          4.3698834757666400E+003 
